First_pokemon,First name,Second_pokemon,Second name,Winner,Loser,First power,Second power,Power diff,Winner type1,Loser type1
710,Landorus Therian Forme,646,Vanilluxe,710,646,600,535,65,Ground,Ice
713,Kyurem White Kyurem,250,Kingdra,713,250,700,540,160,Dragon,Water
654,Frillish,56,Diglett,56,654,335,265,-70,Ground,Water
1,Bulbasaur,557,Serperior,557,1,318,528,210,Grass,Grass
543,Heatran,762,Dragalge,543,762,600,494,106,Fire,Poison
130,Staryu,341,Plusle,341,130,340,405,65,Electric,Water
65,Arcanine,523,Glaceon,65,523,555,525,30,Fire,Ice
175,Feraligatr,563,Samurott,175,563,530,528,2,Water,Water
157,Articuno,25,Rattata,157,25,580,253,327,Ice,Normal
308,Surskit,110,Electrode,110,308,269,480,211,Electric,Bug
107,Krabby,213,Umbreon,213,107,325,525,200,Dark,Water
150,Omanyte,717,Meloetta Pirouette Forme,717,150,355,600,245,Normal,Rock
5,Charmander,117,Lickitung,5,117,309,385,-76,Fire,Normal
173,Totodile,576,Simipour,576,173,314,498,184,Water,Water
296,Ludicolo,412,Metang,296,412,480,420,60,Water,Steel
749,Honedge,682,Mienshao,682,749,325,510,185,Fighting,Steel
285,Poochyena,44,Ninetales,44,285,220,505,285,Fire,Dark
494,Garchomp,384,Castform,494,384,600,420,180,Dragon,Normal
31,Pikachu,692,Mandibuzz,31,692,320,510,-190,Electric,Dark
657,Joltik,402,Clamperl,657,402,319,345,-26,Bug,Water
483,Stunky,678,Shelmet,483,678,329,305,24,Poison,Bug
372,Barboach,607,Cottonee,607,372,288,280,-8,Grass,Water
734,Spewpa,724,Delphox,724,734,213,534,321,Fire,Bug
268,Tyranitar,441,Empoleon,268,441,600,530,70,Rock,Water
192,Natu,21,Pidgey,192,21,320,251,69,Psychic,Normal
62,Mankey,576,Simipour,576,62,305,498,193,Water,Fighting
369,Seviper,447,Kricketot,369,447,458,194,264,Poison,Bug
344,Illumise,323,Azurill,344,323,400,190,210,Bug,Normal
299,Shiftry,410,Mega Salamence,410,299,480,700,220,Dragon,Grass
689,Rufflet,137,Pinsir,137,689,350,500,150,Bug,Normal
426,Rayquaza,83,Golem,426,83,680,495,185,Dragon,Rock
4,Mega Venusaur,307,Mega Gardevoir,307,4,625,618,-7,Psychic,Grass
54,Venonat,460,Wormadam Sandy Cloak,54,460,305,424,-119,Bug,Bug
717,Meloetta Pirouette Forme,177,Furret,717,177,600,415,185,Normal,Normal
118,Koffing,739,Floette,739,118,340,371,31,Fairy,Poison
350,Mega Sharpedo,4,Mega Venusaur,350,4,560,625,-65,Water,Grass
325,Skitty,299,Shiftry,299,325,260,480,220,Grass,Normal
327,Sableye,406,Luvdisc,406,327,380,330,-50,Water,Dark
491,Spiritomb,642,Ducklett,642,491,485,305,-180,Water,Ghost
763,Clauncher,490,Chatot,490,763,330,411,81,Normal,Water
694,Durant,565,Watchog,694,565,484,420,64,Bug,Normal
199,Marill,231,Shuckle,199,231,250,505,-255,Water,Bug
16,Butterfree,55,Venomoth,55,16,395,450,55,Bug,Bug
451,Luxray,598,Seismitoad,598,451,523,509,-14,Water,Electric
52,Paras,6,Charmeleon,6,52,285,405,120,Fire,Bug
788,Gourgeist Super Size,428,Jirachi,428,788,494,600,106,Steel,Ghost
484,Skuntank,451,Luxray,484,451,479,523,-44,Poison,Electric
101,Haunter,518,Electivire,518,101,405,540,135,Electric,Ghost
249,Mega Houndoom,797,Mega Diancie,249,797,600,700,-100,Dark,Rock
670,Lampent,131,Starmie,131,670,370,520,150,Water,Ghost
715,Keldeo Resolute Forme,73,Machop,715,73,580,305,275,Water,Fighting
789,Bergmite,156,Snorlax,156,789,304,540,236,Normal,Ice
350,Mega Sharpedo,749,Honedge,350,749,560,325,235,Water,Steel
551,Shaymin Land Forme,772,Hawlucha,772,551,600,500,-100,Fighting,Grass
368,Zangoose,344,Illumise,368,344,458,400,58,Normal,Bug
232,Heracross,405,Relicanth,232,405,500,485,15,Bug,Water
421,Mega Latios,156,Snorlax,421,156,700,540,160,Dragon,Normal
103,Mega Gengar,465,Pachirisu,103,465,600,405,195,Ghost,Electric
581,Unfezant,299,Shiftry,581,299,488,480,8,Normal,Grass
743,Pancham,421,Mega Latios,421,743,348,700,352,Dragon,Fighting
171,Quilava,455,Rampardos,455,171,405,495,90,Rock,Fire
142,Mega Gyarados,562,Dewott,142,562,640,413,227,Water,Water
656,Alomomola,37,Nidoqueen,37,656,470,505,35,Poison,Water
680,Stunfisk,721,Chesnaught,721,680,471,530,59,Grass,Ground
362,Flygon,528,Mega Gallade,528,362,520,618,98,Psychic,Ground
453,Roserade,561,Oshawott,453,561,515,308,207,Grass,Water
344,Illumise,173,Totodile,344,173,400,314,86,Bug,Water
526,Porygon-Z,701,Terrakion,701,526,535,580,45,Rock,Normal
525,Mamoswine,81,Geodude,525,81,530,300,230,Ice,Rock
365,Swablu,244,Delibird,244,365,310,330,20,Ice,Normal
295,Lombre,290,Silcoon,295,290,340,205,135,Water,Bug
307,Mega Gardevoir,113,Cubone,307,113,618,320,298,Psychic,Ground
595,Conkeldurr,401,Walrein,401,595,505,530,25,Ice,Fighting
549,Manaphy,600,Sawk,549,600,600,465,135,Water,Fighting
243,Octillery,197,Mega Ampharos,197,243,480,610,130,Electric,Water
703,Tornadus Incarnate Forme,426,Rayquaza,703,426,580,680,-100,Flying,Dragon
587,Woobat,461,Wormadam Trash Cloak,461,587,313,424,111,Bug,Psychic
82,Graveler,278,Combusken,278,82,390,405,15,Fire,Rock
583,Zebstrika,545,Giratina Altered Forme,583,545,497,680,-183,Electric,Ghost
420,Latios,394,Mega Absol,394,420,600,565,-35,Dark,Dragon
131,Starmie,513,Weavile,513,131,520,510,-10,Dark,Water
375,Crawdaunt,505,Toxicroak,505,375,468,490,22,Poison,Water
209,Yanma,115,Hitmonlee,209,115,390,455,-65,Bug,Fighting
215,Slowking,601,Sewaddle,601,215,490,310,-180,Bug,Water
503,Drapion,662,Klang,662,503,500,440,-60,Steel,Poison
157,Articuno,79,Tentacool,157,79,580,335,245,Ice,Water
197,Mega Ampharos,799,Hoopa Unbound,799,197,610,680,70,Psychic,Electric
501,Hippowdon,690,Braviary,690,501,525,510,-15,Normal,Ground
148,Flareon,106,Hypno,106,148,525,483,-42,Psychic,Fire
671,Chandelure,718,Genesect,718,671,520,600,80,Bug,Ghost
639,Solosis,278,Combusken,278,639,290,405,115,Fire,Psychic
334,Mega Aggron,778,Klefki,778,334,630,470,-160,Steel,Steel
211,Quagsire,494,Garchomp,494,211,430,600,170,Dragon,Water
760,Barbaracle,396,Snorunt,760,396,500,300,200,Rock,Ice
565,Watchog,616,Darmanitan Standard Mode,616,565,420,480,60,Fire,Normal
716,Meloetta Aria Forme,296,Ludicolo,716,296,600,480,120,Normal,Water
4,Mega Venusaur,794,Yveltal,794,4,625,680,55,Dark,Grass
785,Gourgeist Average Size,218,Wobbuffet,785,218,494,405,89,Ghost,Psychic
445,Bidoof,764,Clawitzer,764,445,250,500,250,Water,Normal
317,Shedinja,102,Gengar,102,317,236,500,264,Ghost,Bug
262,Blissey,787,Gourgeist Large Size,787,262,540,494,-46,Ghost,Normal
2,Ivysaur,705,Thundurus Incarnate Forme,705,2,405,580,175,Electric,Grass
410,Mega Salamence,209,Yanma,410,209,700,390,310,Dragon,Bug
597,Palpitoad,682,Mienshao,682,597,384,510,126,Fighting,Water
737,Pyroar,701,Terrakion,701,737,507,580,73,Rock,Fire
305,Kirlia,160,Dratini,160,305,278,300,22,Dragon,Psychic
638,Gothitelle,310,Shroomish,638,310,490,295,195,Psychic,Grass
63,0,428,Jirachi,428,63,455,600,145,Steel,Fighting
676,Beartic,353,Numel,676,353,485,305,180,Ice,Fire
454,Cranidos,55,Venomoth,55,454,350,450,100,Bug,Rock
390,Dusclops,439,Piplup,439,390,455,314,-141,Water,Ghost
315,Nincada,115,Hitmonlee,115,315,266,455,189,Fighting,Bug
364,Cacturne,302,Wingull,364,302,475,270,205,Grass,Water
797,Mega Diancie,113,Cubone,797,113,700,320,380,Rock,Ground
513,Weavile,162,Dragonite,513,162,510,600,-90,Dark,Dragon
194,Mareep,763,Clauncher,763,194,280,330,50,Water,Electric
10,Squirtle,158,Zapdos,158,10,314,580,266,Electric,Water
754,Aromatisse,434,Grotle,434,754,462,405,-57,Grass,Fairy
230,Mega Scizor,61,Golduck,61,230,600,500,-100,Water,Bug
692,Mandibuzz,211,Quagsire,692,211,510,430,80,Dark,Water
239,Swinub,41,Clefairy,239,41,250,323,-73,Ice,Fairy
130,Staryu,226,Snubbull,226,130,340,300,-40,Fairy,Water
254,Stantler,157,Articuno,157,254,465,580,115,Ice,Normal
675,Cubchoo,411,Beldum,675,411,305,300,5,Ice,Steel
303,Pelipper,569,Purrloin,569,303,430,281,-149,Dark,Water
461,Wormadam Trash Cloak,563,Samurott,563,461,424,528,104,Water,Bug
567,Herdier,362,Flygon,362,567,370,520,150,Ground,Normal
547,Cresselia,675,Cubchoo,547,675,600,305,295,Psychic,Ice
184,Crobat,53,Parasect,184,53,535,405,130,Poison,Bug
50,Gloom,462,Mothim,462,50,395,424,29,Bug,Grass
658,Galvantula,226,Snubbull,658,226,472,300,172,Bug,Fairy
296,Ludicolo,337,Mega Medicham,337,296,480,510,30,Fighting,Water
431,Deoxys Defense Forme,169,Meganium,431,169,600,525,75,Psychic,Grass
558,Tepig,428,Jirachi,428,558,308,600,292,Steel,Fire
457,Bastiodon,266,Larvitar,266,457,495,300,-195,Rock,Rock
71,Alakazam,196,Ampharos,71,196,500,510,-10,Psychic,Electric
654,Frillish,735,Vivillon,735,654,335,411,76,Bug,Water
104,Onix,190,Togepi,104,190,385,245,140,Rock,Fairy
487,Bonsly,376,Baltoy,376,487,290,300,10,Ground,Rock
543,Heatran,631,Garbodor,543,631,600,474,126,Fire,Poison
759,Binacle,70,Kadabra,70,759,306,400,94,Psychic,Rock
72,Mega Alakazam,182,Spinarak,72,182,590,250,340,Psychic,Bug
367,Mega Altaria,124,Kangaskhan,124,367,590,490,-100,Normal,Dragon
439,Piplup,523,Glaceon,523,439,314,525,211,Ice,Water
795,Zygarde Half Forme,364,Cacturne,795,364,600,475,125,Dragon,Grass
107,Krabby,711,Kyurem,711,107,325,660,335,Dragon,Water
255,Smeargle,298,Nuzleaf,255,298,250,340,-90,Normal,Grass
68,Poliwrath,621,Scraggy,68,621,510,348,162,Water,Dark
245,Mantine,372,Barboach,245,372,465,288,177,Water,Water
800,Volcanion,176,Sentret,800,176,600,215,385,Fire,Normal
498,Lucario,134,Jynx,134,498,525,455,-70,Ice,Fighting
69,Abra,368,Zangoose,368,69,310,458,148,Normal,Psychic
103,Mega Gengar,381,Armaldo,103,381,600,495,105,Ghost,Rock
29,Ekans,217,Unown,29,217,288,336,-48,Poison,Psychic
695,Deino,359,Spinda,359,695,300,360,60,Normal,Dark
65,Arcanine,425,Primal Groudon,65,425,555,770,-215,Fire,Ground
125,Mega Kangaskhan,216,Misdreavus,216,125,590,435,-155,Ghost,Normal
472,Ambipom,456,Shieldon,472,456,482,350,132,Normal,Rock
366,Altaria,264,Entei,264,366,490,580,90,Fire,Dragon
334,Mega Aggron,267,Pupitar,267,334,630,410,-220,Rock,Steel
165,Mega Mewtwo Y,486,Bronzong,165,486,780,500,280,Psychic,Steel
440,Prinplup,424,Groudon,424,440,405,670,265,Ground,Water
366,Altaria,707,Reshiram,707,366,490,680,190,Dragon,Dragon
333,Aggron,221,Forretress,333,221,530,465,65,Steel,Bug
711,Kyurem,174,Croconaw,711,174,660,405,255,Dragon,Water
726,Frogadier,775,Goomy,726,775,405,300,105,Water,Dragon
164,Mega Mewtwo X,157,Articuno,164,157,780,580,200,Psychic,Ice
478,Mismagius,87,Slowbro,478,87,495,490,5,Ghost,Water
609,Petilil,557,Serperior,557,609,280,528,248,Grass,Grass
424,Groudon,340,Mega Manectric,424,340,670,575,95,Ground,Electric
760,Barbaracle,764,Clawitzer,760,764,500,500,0,Rock,Water
678,Shelmet,372,Barboach,372,678,305,288,-17,Water,Bug
328,Mega Sableye,39,Nidorino,39,328,480,365,-115,Poison,Dark
250,Kingdra,692,Mandibuzz,250,692,540,510,30,Water,Dark
389,Duskull,202,Politoed,202,389,295,500,205,Water,Ghost
791,Noibat,771,Sylveon,771,791,245,525,280,Fairy,Flying
635,Cinccino,697,Hydreigon,635,697,470,600,-130,Normal,Dark
503,Drapion,607,Cottonee,503,607,500,280,220,Poison,Grass
437,Monferno,5,Charmander,437,5,405,309,96,Fire,Fire
343,Volbeat,449,Shinx,343,449,400,263,137,Bug,Electric
423,Primal Kyogre,141,Gyarados,423,141,770,540,230,Water,Water
703,Tornadus Incarnate Forme,99,Cloyster,703,99,580,525,55,Flying,Water
559,Pignite,280,Mega Blaziken,280,559,418,630,212,Fire,Fire
532,Rotom,340,Mega Manectric,340,532,440,575,135,Electric,Electric
364,Cacturne,765,Helioptile,765,364,475,289,-186,Electric,Grass
590,Excadrill,141,Gyarados,590,141,508,540,-32,Ground,Water
326,Delcatty,717,Meloetta Pirouette Forme,717,326,380,600,220,Normal,Normal
289,Wurmple,188,Cleffa,289,188,195,218,-23,Bug,Fairy
538,Uxie,52,Paras,538,52,580,285,295,Psychic,Bug
528,Mega Gallade,549,Manaphy,528,549,618,600,18,Psychic,Water
563,Samurott,202,Politoed,202,563,528,500,-28,Water,Water
642,Ducklett,393,Absol,393,642,305,465,160,Dark,Water
167,Chikorita,522,Leafeon,522,167,318,525,207,Grass,Grass
127,Seadra,352,Wailord,127,352,440,500,-60,Water,Water
649,Emolga,452,Budew,649,452,428,280,148,Electric,Grass
175,Feraligatr,292,Cascoon,175,292,530,205,325,Water,Bug
651,Escavalier,313,Vigoroth,651,313,495,440,55,Bug,Normal
750,Doublade,757,Inkay,757,750,448,288,-160,Dark,Steel
159,Moltres,409,Salamence,409,159,580,600,20,Dragon,Fire
744,Pangoro,529,Probopass,744,529,495,525,-30,Fighting,Rock
64,Growlithe,153,Kabutops,153,64,350,495,145,Rock,Fire
654,Frillish,164,Mega Mewtwo X,654,164,335,780,-445,Water,Psychic
773,Dedenne,708,Zekrom,773,708,431,680,-249,Electric,Dragon
6,Charmeleon,418,Latias,418,6,405,600,195,Dragon,Fire
581,Unfezant,409,Salamence,409,581,488,600,112,Dragon,Normal
92,Doduo,331,Aron,331,92,310,330,20,Steel,Normal
266,Larvitar,304,Ralts,266,304,300,198,102,Rock,Psychic
704,Tornadus Therian Forme,181,Ledian,704,181,580,390,190,Flying,Bug
344,Illumise,156,Snorlax,156,344,400,540,140,Normal,Bug
717,Meloetta Pirouette Forme,440,Prinplup,717,440,600,405,195,Normal,Water
82,Graveler,96,Grimer,82,96,390,325,65,Rock,Poison
309,Masquerain,730,Fletchling,730,309,414,278,-136,Normal,Bug
91,Farfetch'd,351,Wailmer,351,91,352,400,48,Water,Normal
683,Druddigon,346,Gulpin,683,346,485,302,183,Dragon,Poison
168,Bayleef,403,Huntail,168,403,405,485,-80,Grass,Water
627,Carracosta,611,Basculin,611,627,495,460,-35,Water,Water
323,Azurill,537,Mow Rotom,537,323,190,520,330,Electric,Normal
160,Dratini,205,Jumpluff,205,160,300,460,160,Grass,Dragon
448,Kricketune,204,Skiploom,204,448,384,340,-44,Grass,Bug
124,Kangaskhan,105,Drowzee,124,105,490,328,162,Normal,Psychic
524,Gliscor,321,Makuhita,524,321,510,237,273,Ground,Fighting
601,Sewaddle,699,Volcarona,699,601,310,550,240,Bug,Bug
283,Swampert,226,Snubbull,283,226,535,300,235,Water,Fairy
294,Lotad,305,Kirlia,305,294,220,278,58,Psychic,Water
489,Happiny,498,Lucario,498,489,220,525,305,Fighting,Normal
572,Simisage,265,Suicune,572,265,498,580,-82,Grass,Water
28,Fearow,548,Phione,28,548,442,480,-38,Normal,Water
249,Mega Houndoom,641,Reuniclus,249,641,600,490,110,Dark,Psychic
780,Trevenant,288,Linoone,288,780,474,420,-54,Normal,Ghost
786,Gourgeist Small Size,611,Basculin,786,611,494,460,34,Ghost,Water
155,Mega Aerodactyl,511,Abomasnow,155,511,615,494,121,Rock,Grass
707,Reshiram,224,Steelix,707,224,680,510,170,Dragon,Steel
230,Mega Scizor,139,Tauros,139,230,600,490,-110,Normal,Bug
468,Cherubi,551,Shaymin Land Forme,551,468,275,600,325,Grass,Grass
24,Mega Pidgeot,57,Dugtrio,24,57,579,405,174,Normal,Ground
583,Zebstrika,614,Krookodile,614,583,497,519,22,Ground,Electric
490,Chatot,542,Palkia,542,490,411,680,269,Water,Normal
615,Darumaka,34,Sandslash,34,615,315,450,135,Ground,Fire
654,Frillish,356,Torkoal,356,654,335,470,135,Fire,Water
759,Binacle,443,Staravia,443,759,306,340,34,Normal,Rock
687,Bisharp,406,Luvdisc,687,406,490,330,160,Dark,Water
647,Deerling,747,Meowstic Male,747,647,335,466,131,Psychic,Normal
546,Giratina Origin Forme,181,Ledian,546,181,680,390,290,Ghost,Bug
560,Emboar,600,Sawk,600,560,528,465,-63,Fighting,Fire
631,Garbodor,432,Deoxys Speed Forme,432,631,474,600,126,Psychic,Poison
449,Shinx,694,Durant,694,449,263,484,221,Bug,Electric
501,Hippowdon,453,Roserade,453,501,525,515,-10,Grass,Ground
679,Accelgor,309,Masquerain,679,309,495,414,81,Bug,Bug
647,Deerling,567,Herdier,647,567,335,370,-35,Normal,Normal
642,Ducklett,604,Venipede,604,642,305,260,-45,Bug,Water
585,Boldore,757,Inkay,757,585,390,288,-102,Dark,Rock
401,Walrein,557,Serperior,557,401,530,528,-2,Grass,Ice
707,Reshiram,777,Goodra,707,777,680,600,80,Dragon,Dragon
10,Squirtle,88,Mega Slowbro,10,88,314,590,-276,Water,Water
460,Wormadam Sandy Cloak,579,Pidove,579,460,424,264,-160,Normal,Bug
216,Misdreavus,472,Ambipom,472,216,435,482,47,Normal,Ghost
683,Druddigon,160,Dratini,160,683,485,300,-185,Dragon,Dragon
595,Conkeldurr,681,Mienfoo,681,595,505,350,-155,Fighting,Fighting
482,Chingling,580,Tranquill,580,482,285,358,73,Normal,Psychic
789,Bergmite,179,Noctowl,179,789,304,442,138,Normal,Ice
155,Mega Aerodactyl,320,Exploud,155,320,615,490,125,Rock,Normal
226,Snubbull,103,Mega Gengar,103,226,300,600,300,Ghost,Fairy
529,Probopass,2,Ivysaur,2,529,525,405,-120,Grass,Rock
232,Heracross,72,Mega Alakazam,232,72,500,590,-90,Bug,Psychic
216,Misdreavus,508,Lumineon,508,216,435,460,25,Water,Ghost
645,Vanillish,417,Registeel,645,417,395,580,-185,Ice,Steel
409,Salamence,110,Electrode,110,409,600,480,-120,Electric,Dragon
133,Scyther,576,Simipour,133,576,500,498,2,Bug,Water
631,Garbodor,616,Darmanitan Standard Mode,616,631,474,480,6,Fire,Poison
549,Manaphy,159,Moltres,549,159,600,580,20,Water,Fire
428,Jirachi,357,Spoink,428,357,600,330,270,Steel,Psychic
759,Binacle,402,Clamperl,759,402,306,345,-39,Rock,Water
627,Carracosta,473,Drifloon,627,473,495,348,147,Water,Ghost
403,Huntail,345,Roselia,345,403,485,400,-85,Grass,Water
107,Krabby,652,Foongus,107,652,325,294,31,Water,Grass
492,Gible,216,Misdreavus,216,492,300,435,135,Ghost,Dragon
208,Sunflora,689,Rufflet,689,208,425,350,-75,Normal,Grass
8,Mega Charizard X,656,Alomomola,8,656,634,470,164,Fire,Water
735,Vivillon,726,Frogadier,726,735,411,405,-6,Water,Bug
559,Pignite,277,Torchic,559,277,418,310,108,Fire,Fire
50,Gloom,470,Shellos,50,470,395,325,70,Grass,Water
568,Stoutland,355,Mega Camerupt,568,355,500,560,-60,Normal,Fire
44,Ninetales,15,Metapod,44,15,505,205,300,Fire,Bug
491,Spiritomb,411,Beldum,491,411,485,300,185,Ghost,Steel
658,Galvantula,760,Barbaracle,658,760,472,500,-28,Bug,Rock
512,Mega Abomasnow,476,Lopunny,512,476,594,480,114,Grass,Normal
310,Shroomish,138,Mega Pinsir,138,310,295,600,305,Bug,Grass
708,Zekrom,760,Barbaracle,708,760,680,500,180,Dragon,Rock
512,Mega Abomasnow,745,Furfrou,745,512,594,472,-122,Normal,Grass
495,Mega Garchomp,162,Dragonite,162,495,700,600,-100,Dragon,Dragon
730,Fletchling,532,Rotom,532,730,278,440,162,Electric,Normal
189,Igglybuff,35,Nidoran♀,35,189,210,275,65,Poison,Normal
437,Monferno,607,Cottonee,437,607,405,280,125,Fire,Grass
669,Litwick,302,Wingull,302,669,275,270,-5,Water,Ghost
344,Illumise,152,Kabuto,344,152,400,355,45,Bug,Rock
156,Snorlax,791,Noibat,156,791,540,245,295,Normal,Flying
565,Watchog,38,Nidoran♂,565,38,420,273,147,Normal,Poison
344,Illumise,329,Mawile,344,329,400,380,20,Bug,Steel
632,Zorua,505,Toxicroak,505,632,330,490,160,Poison,Dark
130,Staryu,581,Unfezant,581,130,340,488,148,Normal,Water
717,Meloetta Pirouette Forme,722,Fennekin,717,722,600,307,293,Normal,Fire
649,Emolga,303,Pelipper,649,303,428,430,-2,Electric,Water
367,Mega Altaria,180,Ledyba,367,180,590,265,325,Dragon,Bug
640,Duosion,20,Mega Beedrill,20,640,370,495,125,Bug,Psychic
168,Bayleef,277,Torchic,168,277,405,310,95,Grass,Fire
691,Vullaby,710,Landorus Therian Forme,710,691,370,600,230,Ground,Dark
16,Butterfree,39,Nidorino,16,39,395,365,30,Bug,Poison
682,Mienshao,335,Meditite,682,335,510,280,230,Fighting,Fighting
508,Lumineon,164,Mega Mewtwo X,164,508,460,780,320,Psychic,Water
253,Porygon2,449,Shinx,253,449,515,263,252,Normal,Electric
16,Butterfree,352,Wailord,16,352,395,500,-105,Bug,Water
786,Gourgeist Small Size,795,Zygarde Half Forme,786,795,494,600,-106,Ghost,Dragon
776,Sliggoo,232,Heracross,232,776,452,500,48,Bug,Dragon
233,Mega Heracross,571,Pansage,233,571,600,316,284,Bug,Grass
125,Mega Kangaskhan,558,Tepig,125,558,590,308,282,Normal,Fire
444,Staraptor,651,Escavalier,444,651,485,495,-10,Normal,Bug
765,Helioptile,576,Simipour,576,765,289,498,209,Water,Electric
453,Roserade,234,Sneasel,234,453,515,430,-85,Dark,Grass
18,Kakuna,626,Tirtouga,626,18,205,355,150,Water,Bug
734,Spewpa,400,Sealeo,400,734,213,410,197,Ice,Bug
635,Cinccino,86,Slowpoke,635,86,470,315,155,Normal,Water
619,Dwebble,97,Muk,619,97,325,500,-175,Bug,Poison
218,Wobbuffet,519,Magmortar,519,218,405,540,135,Fire,Psychic
219,Girafarig,660,Ferrothorn,660,219,455,489,34,Grass,Normal
179,Noctowl,588,Swoobat,588,179,442,425,-17,Psychic,Normal
485,Bronzor,609,Petilil,609,485,300,280,-20,Grass,Steel
326,Delcatty,259,Elekid,259,326,380,360,-20,Electric,Normal
359,Spinda,525,Mamoswine,525,359,360,530,170,Ice,Normal
403,Huntail,677,Cryogonal,677,403,485,485,0,Ice,Water
637,Gothorita,113,Cubone,637,113,390,320,70,Psychic,Ground
476,Lopunny,337,Mega Medicham,476,337,480,510,-30,Normal,Fighting
513,Weavile,781,Pumpkaboo Average Size,513,781,510,335,175,Dark,Ghost
384,Castform,664,Tynamo,384,664,420,275,145,Normal,Electric
219,Girafarig,74,Machoke,219,74,455,405,50,Normal,Fighting
685,Golurk,139,Tauros,139,685,483,490,7,Normal,Ground
132,Mr. Mime,174,Croconaw,132,174,460,405,55,Psychic,Water
131,Starmie,758,Malamar,131,758,520,482,38,Water,Dark
299,Shiftry,341,Plusle,341,299,480,405,-75,Electric,Grass
279,Blaziken,535,Frost Rotom,535,279,530,520,-10,Electric,Fire
395,Wynaut,567,Herdier,567,395,260,370,110,Normal,Psychic
132,Mr. Mime,194,Mareep,132,194,460,280,180,Psychic,Electric
444,Staraptor,285,Poochyena,444,285,485,220,265,Normal,Dark
510,Snover,136,Magmar,136,510,334,495,161,Fire,Grass
564,Patrat,703,Tornadus Incarnate Forme,703,564,255,580,325,Flying,Normal
216,Misdreavus,101,Haunter,101,216,435,405,-30,Ghost,Ghost
764,Clawitzer,51,Vileplume,764,51,500,490,10,Water,Grass
85,Rapidash,267,Pupitar,85,267,500,410,90,Fire,Rock
364,Cacturne,357,Spoink,357,364,475,330,-145,Psychic,Grass
399,Spheal,538,Uxie,538,399,290,580,290,Psychic,Ice
571,Pansage,729,Diggersby,729,571,316,423,107,Normal,Grass
574,Simisear,217,Unown,574,217,498,336,162,Fire,Psychic
469,Cherrim,36,Nidorina,469,36,450,365,85,Grass,Poison
138,Mega Pinsir,485,Bronzor,138,485,600,300,300,Bug,Steel
448,Kricketune,242,Remoraid,242,448,384,300,-84,Water,Bug
149,Porygon,48,Golbat,48,149,395,455,60,Poison,Normal
741,Skiddo,121,Rhydon,741,121,350,485,-135,Grass,Ground
602,Swadloon,28,Fearow,28,602,380,442,62,Normal,Bug
707,Reshiram,304,Ralts,707,304,680,198,482,Dragon,Psychic
511,Abomasnow,667,Elgyem,511,667,494,335,159,Grass,Psychic
310,Shroomish,469,Cherrim,469,310,295,450,155,Grass,Grass
198,Bellossom,231,Shuckle,198,231,490,505,-15,Grass,Bug
95,Dewgong,446,Bibarel,446,95,475,410,-65,Normal,Water
292,Cascoon,682,Mienshao,682,292,205,510,305,Fighting,Bug
286,Mightyena,326,Delcatty,326,286,420,380,-40,Normal,Dark
713,Kyurem White Kyurem,523,Glaceon,713,523,700,525,175,Dragon,Ice
481,Purugly,549,Manaphy,481,549,452,600,-148,Normal,Water
713,Kyurem White Kyurem,741,Skiddo,713,741,700,350,350,Dragon,Grass
243,Octillery,377,Claydol,377,243,480,500,20,Ground,Water
202,Politoed,502,Skorupi,202,502,500,330,170,Water,Poison
333,Aggron,58,Meowth,333,58,530,290,240,Steel,Normal
54,Venonat,244,Delibird,244,54,305,330,25,Ice,Bug
721,Chesnaught,738,Flabébé,721,738,530,303,227,Grass,Fairy
587,Woobat,57,Dugtrio,57,587,313,405,92,Ground,Psychic
398,Mega Glalie,392,Chimecho,398,392,580,425,155,Ice,Psychic
455,Rampardos,564,Patrat,455,564,495,255,240,Rock,Normal
526,Porygon-Z,383,Milotic,526,383,535,540,-5,Normal,Water
418,Latias,767,Tyrunt,418,767,600,362,238,Dragon,Rock
748,Meowstic Female,640,Duosion,748,640,466,370,96,Psychic,Psychic
670,Lampent,13,Mega Blastoise,13,670,370,630,260,Water,Ghost
563,Samurott,276,Mega Sceptile,276,563,528,630,102,Grass,Water
756,Slurpuff,569,Purrloin,756,569,480,281,199,Fairy,Dark
455,Rampardos,521,Yanmega,521,455,495,515,20,Bug,Rock
52,Paras,565,Watchog,565,52,285,420,135,Normal,Bug
740,Florges,81,Geodude,740,81,552,300,252,Fairy,Rock
488,Mime Jr.,288,Linoone,288,488,310,420,110,Normal,Psychic
440,Prinplup,439,Piplup,440,439,405,314,91,Water,Water
251,Phanpy,170,Cyndaquil,170,251,330,309,-21,Fire,Ground
788,Gourgeist Super Size,298,Nuzleaf,298,788,494,340,-154,Grass,Ghost
743,Pancham,245,Mantine,245,743,348,465,117,Water,Fighting
181,Ledian,711,Kyurem,711,181,390,660,270,Dragon,Bug
700,Cobalion,466,Buizel,700,466,580,330,250,Steel,Water
535,Frost Rotom,192,Natu,535,192,520,320,200,Electric,Psychic
323,Azurill,215,Slowking,215,323,190,490,300,Water,Normal
413,Metagross,578,Musharna,413,578,600,487,113,Steel,Psychic
350,Mega Sharpedo,238,Magcargo,350,238,560,410,150,Water,Fire
573,Pansear,58,Meowth,58,573,316,290,-26,Normal,Fire
665,Eelektrik,100,Gastly,665,100,405,310,95,Electric,Ghost
603,Leavanny,422,Kyogre,603,422,500,670,-170,Bug,Water
38,Nidoran♂,408,Shelgon,408,38,273,420,147,Dragon,Poison
