First_pokemon,Second_pokemon,Winner,FirstWins,FType1,FType2,SType1,SType2,DifHP,DifAttack,DifDefense,DifSpAttack,DifSpDefense,DifSpeed,DifTotal
120,610,610,0,Ground,Rock,Grass,NA,10,25,20,-80,-45,-65,-135
474,278,474,1,Ghost,Flying,Fire,Fighting,90,-5,-16,5,-6,25,93
346,136,136,0,Poison,NA,Fire,NA,5,-52,-4,-57,-32,-53,-193
558,195,195,0,Fire,NA,Electric,NA,-5,8,-10,-35,-15,0,-57
372,309,309,0,Water,Ground,Bug,Flying,-20,-12,-19,-34,-41,0,-126
463,635,635,0,Bug,Flying,Normal,NA,-45,-65,-18,-35,-18,-45,-226
98,545,545,0,Water,NA,Ghost,Dragon,-120,-35,-20,-55,-95,-50,-375
668,304,304,0,Psychic,NA,Psychic,Fairy,47,50,50,80,60,0,287
395,651,395,1,Psychic,NA,Bug,Steel,25,-112,-57,-37,-57,3,-235
677,340,340,0,Ice,NA,Electric,NA,0,-25,-50,-40,55,-30,-90
123,220,220,0,Grass,NA,Bug,NA,15,-10,25,65,5,45,145
171,395,171,1,Fire,NA,Psychic,NA,-37,41,10,57,17,57,145
461,794,794,0,Bug,Steel,Dark,Flying,-66,-62,0,-62,-3,-63,-256
783,386,783,1,Ghost,Grass,Ghost,NA,10,-9,35,-19,22,1,40
324,306,306,0,Rock,NA,Psychic,Fairy,-38,-20,70,-80,-25,-50,-143
565,578,565,1,Normal,NA,Psychic,NA,-56,30,-16,-47,-26,48,-67
3,585,3,1,Grass,Poison,Rock,NA,10,-23,-22,50,60,60,135
632,727,727,0,Dark,NA,Water,Dark,-32,-30,-27,-23,-31,-57,-200
591,378,591,1,Normal,NA,Rock,Grass,37,19,9,-1,-1,27,90
606,512,606,1,Bug,Poison,Grass,Ice,-30,-32,-16,-77,-36,82,-109
580,453,453,0,Normal,Flying,Grass,Poison,2,7,-3,-75,-63,-25,-157
525,45,525,1,Ice,Ground,Normal,Fairy,-5,85,60,25,35,60,260
399,641,641,0,Ice,Water,Psychic,NA,-40,-25,-25,-70,-35,-5,-200
413,218,413,1,Steel,Psychic,Psychic,NA,-110,102,72,62,32,37,195
567,387,387,0,Normal,NA,Ghost,NA,1,-35,0,-48,2,-5,-85
182,39,39,0,Bug,Poison,Poison,NA,-21,-12,-17,-15,-15,-35,-115
256,362,362,0,Fighting,NA,Ground,Dragon,-45,-65,-45,-45,-45,-65,-310
668,116,116,0,Psychic,NA,Fighting,NA,25,-30,-4,90,-15,-36,30
265,779,265,1,Water,NA,Ghost,Grass,57,5,67,40,55,47,271
373,457,373,1,Water,Ground,Rock,Steel,50,26,-95,29,-67,30,-27
741,159,159,0,Grass,NA,Fire,Flying,-24,-35,-42,-63,-28,-38,-230
270,653,270,1,Psychic,Flying,Grass,Poison,-8,5,60,5,74,80,216
168,478,478,0,Grass,NA,Ghost,NA,0,2,20,-42,-25,-45,-90
783,219,219,0,Ghost,Grass,Normal,Psychic,-16,-14,5,-46,-10,-39,-120
460,29,29,0,Bug,Ground,Poison,NA,25,19,61,19,31,-19,136
165,608,165,1,Psychic,NA,Grass,Fairy,46,83,-15,117,45,24,300
627,440,440,0,Water,Rock,Water,NA,10,42,65,2,-11,-18,90
341,434,434,0,Electric,NA,Grass,NA,-15,-39,-45,30,10,59,0
235,112,112,0,Normal,NA,Grass,Psychic,-35,-15,-35,-75,-15,-15,-190
158,748,748,0,Electric,Flying,Psychic,NA,16,42,9,42,9,-4,114
98,637,637,0,Water,NA,Psychic,NA,-30,20,30,-30,-60,-15,-85
518,148,518,1,Electric,NA,Fire,NA,10,-7,7,0,-25,30,15
305,278,278,0,Psychic,Fairy,Fire,Fighting,-22,-50,-25,-20,-5,-5,-127
525,197,525,1,Ice,Ground,Electric,Dragon,20,35,-25,-95,-50,35,-80
516,325,325,0,Ground,Rock,Normal,NA,65,95,85,20,20,-10,275
473,299,299,0,Ghost,Flying,Grass,Dark,0,-50,-26,-30,-16,-10,-132
470,313,313,0,Water,NA,Normal,NA,-4,-32,-32,2,7,-56,-115
45,762,45,1,Normal,Fairy,Poison,Dragon,50,-30,-70,-52,-98,-24,-224
94,361,361,0,Water,NA,Ground,Dragon,15,-25,5,-5,20,-25,-15
340,596,340,1,Electric,NA,Water,NA,20,25,40,85,40,71,281
228,490,490,0,Water,Poison,Normal,Flying,-11,30,30,-37,13,-6,19
373,140,373,1,Water,Ground,Water,NA,90,68,18,61,51,-20,268
473,549,549,0,Ghost,Flying,Water,NA,-10,-50,-66,-40,-56,-30,-252
448,315,448,1,Bug,NA,Bug,Ground,46,40,-39,25,21,25,118
472,509,472,1,Normal,NA,Water,Flying,30,80,16,0,-54,65,137
778,318,778,1,Steel,Fairy,Normal,NA,-7,29,68,29,64,47,230
382,448,448,0,Water,NA,Bug,NA,-57,-70,-31,-45,4,15,-184
761,374,374,0,Poison,Water,Water,NA,7,-20,-5,10,25,-5,12
759,252,252,0,Rock,Water,Ground,NA,-48,-68,-53,-21,-4,0,-194
596,422,422,0,Water,NA,Water,NA,-50,-50,-50,-100,-100,-26,-376
567,559,567,1,Normal,NA,Fire,Fighting,-25,-13,10,-35,10,5,-48
669,157,157,0,Ghost,Fire,Ice,Flying,-40,-55,-45,-30,-70,-65,-305
492,587,587,0,Dragon,Ground,Psychic,Flying,3,25,2,-15,2,-30,-13
549,77,549,1,Water,NA,Grass,Poison,35,10,50,15,55,45,210
4,75,4,1,Grass,Poison,Fighting,NA,-10,-30,43,57,35,25,120
18,528,528,0,Bug,Poison,Psychic,Fighting,-23,-140,-45,-40,-90,-75,-413
508,288,288,0,Water,NA,Normal,NA,-9,-1,15,19,25,-9,40
724,378,724,1,Fire,Psychic,Rock,Grass,9,28,-5,53,13,81,179
321,607,321,1,Fighting,NA,Grass,Fairy,32,33,-30,-17,-20,-41,-43
334,9,9,0,Steel,NA,Fire,Flying,-8,36,152,-99,-35,-50,-4
724,622,724,1,Fire,Psychic,Dark,Fighting,10,-21,-43,69,-15,46,46
512,791,512,1,Grass,Ice,Flying,Dragon,50,102,70,87,65,-25,349
16,139,139,0,Bug,Flying,Normal,NA,-15,-55,-45,50,10,-40,-95
203,643,643,0,Grass,Flying,Water,Flying,-40,-52,-23,-52,-8,-48,-223
663,560,663,1,Steel,NA,Fire,Fighting,-50,-23,50,-30,20,25,-8
261,568,261,1,Normal,NA,Normal,NA,10,-30,15,-5,-20,20,-10
676,128,128,0,Ice,NA,Water,NA,50,43,20,35,30,-13,165
182,785,785,0,Bug,Poison,Ghost,Grass,-25,-30,-82,-18,-35,-54,-244
563,424,424,0,Water,NA,Ground,NA,-5,-50,-55,8,-20,-20,-142
569,115,115,0,Dark,NA,Fighting,NA,-9,-70,-16,15,-73,-21,-174
457,387,387,0,Rock,Steel,Ghost,NA,-4,-63,103,-36,75,-35,40
603,110,110,0,Bug,Grass,Electric,NA,15,53,10,-10,0,-48,20
733,751,751,0,Bug,NA,Steel,Ghost,-22,-115,-10,-123,-25,-25,-320
181,652,181,1,Bug,Flying,Grass,Poison,-14,-20,5,0,55,70,96
625,585,625,1,Ghost,NA,Rock,NA,-12,-55,40,45,65,10,93
307,473,307,1,Psychic,Fairy,Ghost,Flying,-22,35,31,105,91,30,270
163,415,163,1,Psychic,NA,Rock,NA,26,10,-110,104,-10,80,100
17,501,17,1,Bug,Poison,Ground,NA,-68,-77,-88,-48,-52,3,-330
231,604,604,0,Bug,Rock,Bug,Poison,-10,-35,171,-20,191,-52,245
412,477,477,0,Steel,Psychic,Normal,Fighting,-5,-61,6,1,-16,-85,-160
699,206,699,1,Bug,Fire,Normal,NA,30,-10,10,95,50,15,190
99,694,694,0,Water,Ice,Bug,Steel,-8,-14,68,37,-3,-39,41
115,93,93,0,Fighting,NA,Normal,Flying,-10,10,-17,-25,50,-13,-5
549,162,549,1,Water,NA,Dragon,Flying,9,-34,5,0,0,20,0
383,48,48,0,Water,NA,Poison,Flying,20,-20,9,35,50,-9,85
244,140,140,0,Ice,Flying,Water,NA,25,45,-10,50,25,-5,130
267,296,296,0,Rock,Ground,Water,Grass,-10,14,0,-25,-30,-19,-70
15,205,205,0,Bug,NA,Grass,Flying,-25,-35,-15,-30,-70,-80,-255
541,241,541,1,Steel,Dragon,Water,Rock,45,65,35,85,15,55,300
531,726,726,0,Ice,Ghost,Water,NA,16,17,18,-3,14,13,75
225,418,225,1,Steel,Ground,Dragon,Psychic,-5,45,140,-55,-35,-80,10
295,643,643,0,Water,Grass,Water,Flying,-15,-37,-13,-27,7,-48,-133
440,250,250,0,Water,NA,Water,Dragon,-11,-29,-27,-14,-19,-35,-135
682,609,682,1,Fighting,NA,Grass,NA,20,90,10,25,10,75,230
543,181,181,0,Fire,Steel,Bug,Flying,36,55,56,75,-4,-8,210
447,713,713,0,Bug,NA,Dragon,Ice,-88,-95,-49,-145,-59,-70,-506
261,577,261,1,Normal,NA,Psychic,NA,19,55,60,-27,15,76,198
530,134,134,0,Ghost,NA,Ice,Psychic,-20,50,100,-50,40,-50,70
639,35,35,0,Psychic,NA,Poison,NA,-10,-17,-12,65,10,-21,15
356,604,356,1,Fire,NA,Bug,Poison,40,40,81,55,31,-37,210
680,288,288,0,Ground,Electric,Normal,NA,31,-4,23,31,38,-68,51
181,715,715,0,Bug,Flying,Water,Fighting,-36,-37,-40,-74,20,-23,-190
622,267,622,1,Dark,Fighting,Rock,Ground,-5,6,45,-20,45,7,78
296,169,169,0,Water,Grass,Grass,NA,0,-12,-30,7,0,-10,-45
2,190,2,1,Grass,Poison,Fairy,NA,25,42,-2,40,15,40,160
432,797,432,1,Psychic,NA,Rock,Fairy,0,-65,-20,-65,-20,70,-100
584,317,317,0,Rock,NA,Bug,Ghost,54,-15,40,-5,-5,-25,44
383,107,383,1,Water,NA,Water,NA,65,-45,-11,75,100,31,215
30,138,138,0,Poison,NA,Bug,Flying,-5,-70,-51,0,-11,-25,-162
51,681,681,0,Grass,Poison,Fighting,NA,30,-5,35,55,40,-15,140
321,612,612,0,Fighting,NA,Ground,Dark,22,-12,-5,-15,-5,-40,-55
156,426,426,0,Normal,NA,Dragon,Flying,55,-40,-25,-85,20,-65,-140
340,603,340,1,Electric,NA,Bug,Grass,-5,-28,0,65,0,43,75
709,296,709,1,Ground,Flying,Water,Grass,9,55,20,25,-20,31,120
395,392,392,0,Psychic,NA,Psychic,NA,30,-27,-22,-72,-32,-42,-165
502,131,131,0,Poison,Bug,Water,Psychic,-20,-25,5,-70,-30,-50,-190
500,543,543,0,Ground,NA,Fire,Steel,-23,-18,-28,-92,-64,-45,-270
558,431,431,0,Fire,NA,Psychic,NA,15,-7,-115,-25,-115,-45,-292
405,665,405,1,Water,Rock,Electric,NA,35,5,60,-30,-5,15,80
585,110,585,1,Rock,NA,Electric,NA,10,55,35,-30,-40,-120,-90
39,282,39,1,Poison,NA,Water,Ground,-9,-13,-13,-5,-15,15,-40
315,460,315,1,Bug,Ground,Bug,Ground,-29,-34,-15,-29,-55,4,-158
373,163,163,0,Water,Ground,Psychic,NA,4,-32,-17,-78,-19,-70,-212
784,2,2,0,Ghost,Grass,Grass,Poison,-1,4,7,-36,-25,-19,-70
758,776,758,1,Dark,Psychic,Dragon,NA,18,17,35,-15,-38,13,30
585,294,294,0,Rock,NA,Water,Grass,30,75,75,10,-10,-10,170
107,75,75,0,Water,NA,Fighting,NA,-60,-25,10,-40,-60,-5,-180
312,42,42,0,Normal,NA,Fairy,NA,-35,-10,-13,-60,-55,-30,-203
542,27,542,1,Water,Dragon,Normal,Flying,50,60,70,119,89,30,418
13,716,716,0,Water,NA,Normal,Psychic,-21,26,43,7,-13,-12,30
482,344,344,0,Psychic,NA,Bug,NA,-20,-17,-5,-8,-25,-40,-115
291,247,247,0,Bug,Flying,Dark,Fire,15,10,20,20,0,0,65
176,554,554,0,Normal,NA,Psychic,Fire,-65,-54,-66,-65,-55,-80,-385
173,319,319,0,Water,NA,Normal,NA,-34,-6,21,-27,5,-5,-46
588,118,588,1,Psychic,Flying,Poison,NA,27,-8,-40,17,10,79,85
45,524,524,0,Normal,Fairy,Ground,Flying,40,-50,-105,0,-50,-75,-240
326,599,326,1,Normal,NA,Fighting,NA,-50,-35,-20,25,-30,25,-85
103,56,103,1,Ghost,Poison,Ground,NA,50,10,55,135,50,35,335
615,420,420,0,Fire,NA,Dragon,Psychic,-10,0,-35,-115,-65,-60,-285
17,485,17,1,Bug,Poison,Steel,Psychic,-17,11,-56,-4,-66,27,-105
579,377,377,0,Normal,Flying,Ground,Psychic,-10,-15,-55,-34,-90,-32,-236
553,158,553,1,Normal,NA,Electric,Flying,30,30,35,-5,30,20,140
684,781,781,0,Ground,Ghost,Ghost,Grass,10,8,-20,-9,-5,-16,-32
1,372,372,0,Grass,Poison,Water,Ground,-5,1,6,19,24,-15,30
304,127,127,0,Psychic,Fairy,Water,NA,-27,-40,-70,-50,-10,-45,-242
148,262,148,1,Fire,NA,Normal,NA,-190,120,50,20,-25,10,-15
666,68,68,0,Electric,NA,Water,Fighting,-5,20,-15,35,-10,-20,5
116,732,732,0,Fighting,NA,Fire,Flying,-28,24,8,-39,41,-50,-44
213,36,213,1,Dark,NA,Poison,NA,25,3,43,5,75,9,160
152,411,152,1,Rock,Water,Steel,Psychic,-10,25,10,20,-15,25,55
595,431,431,0,Fighting,NA,Psychic,NA,55,70,-65,-15,-95,-45,-95
164,395,164,1,Psychic,Fighting,Psychic,NA,11,167,52,131,52,107,520
421,319,421,1,Dragon,Psychic,Normal,NA,-4,59,57,89,77,62,340
215,406,215,1,Water,Psychic,Water,NA,52,45,25,60,45,-67,160
568,672,568,1,Normal,NA,Dragon,NA,39,23,30,15,50,23,180
244,679,679,0,Ice,Flying,Bug,NA,-35,-15,5,-35,-15,-70,-165
138,79,138,1,Bug,Flying,Water,Poison,25,115,85,15,-10,35,265
316,430,316,1,Bug,Flying,Psychic,NA,11,-90,25,-130,30,10,-144
163,456,163,1,Psychic,NA,Rock,Steel,76,68,-28,112,2,100,330
328,30,30,0,Dark,Ghost,Poison,NA,-10,0,56,20,36,-60,42
351,204,204,0,Water,NA,Grass,Flying,75,25,-15,25,-30,-20,60
365,452,452,0,Normal,Flying,Grass,Poison,5,10,25,-10,5,-5,30
562,347,562,1,Water,NA,Poison,NA,-25,2,-23,10,-23,5,-54
606,711,606,1,Bug,Poison,Dragon,Ice,-65,-30,-1,-75,-21,17,-175
5,423,423,0,Fire,NA,Water,NA,-61,-98,-47,-120,-110,-25,-461
750,624,624,0,Steel,Ghost,Ghost,NA,21,80,65,-10,-16,5,145
328,709,709,0,Dark,Ghost,Ground,Flying,-39,-40,35,-30,35,-81,-120
79,757,79,1,Water,Poison,Dark,Psychic,-13,-14,-18,13,54,25,47
440,514,514,0,Water,NA,Electric,Steel,-6,-4,-47,-49,-14,-10,-130
224,562,562,0,Steel,Ground,Water,NA,0,10,140,-28,5,-30,97
597,477,477,0,Water,Ground,Normal,Fighting,10,-71,-39,11,-41,-66,-196
184,9,184,1,Poison,Flying,Fire,Flying,7,-14,2,-89,-35,30,-99
488,593,488,1,Psychic,Fairy,Fighting,NA,-55,-55,-10,45,55,25,5
537,95,537,1,Electric,Grass,Water,Ice,-40,-5,27,35,12,16,45
63,220,63,1,Fighting,NA,Bug,NA,15,40,-30,25,35,80,165
702,95,702,1,Grass,Fighting,Water,Ice,1,20,-8,20,34,38,105
628,208,628,1,Rock,Flying,Grass,NA,-20,37,-10,-31,-40,40,-24
499,716,499,1,Fighting,Steel,Normal,Psychic,-30,68,11,12,-58,22,25
336,70,70,0,Fighting,Psychic,Psychic,NA,20,25,45,-60,5,-25,10
64,8,8,0,Fire,NA,Fire,Dragon,-23,-60,-66,-60,-35,-40,-284
475,764,475,1,Normal,NA,Water,NA,-16,-7,-44,-76,-33,26,-150
277,313,313,0,Fire,NA,Normal,NA,-35,-20,-40,15,-5,-45,-130
267,725,725,0,Rock,Ground,Water,NA,29,28,30,3,26,-20,96
700,283,700,1,Steel,Fighting,Water,Ground,-9,-20,39,5,-18,48,45
535,740,535,1,Electric,Ice,Fairy,NA,-28,0,39,-7,-47,11,-32
220,595,595,0,Bug,NA,Fighting,NA,-55,-75,-5,-20,-30,-30,-215
253,686,686,0,Normal,NA,Dark,Steel,40,-5,20,65,55,0,175
24,756,24,1,Normal,Flying,Fairy,NA,1,0,-6,50,5,49,99
382,771,771,0,Water,NA,Fairy,NA,-75,-50,-45,-100,-75,20,-325
56,261,261,0,Ground,NA,Normal,NA,-85,-25,-80,-5,-25,-5,-225
384,465,465,0,Normal,NA,Electric,NA,10,25,0,25,-20,-25,15
786,490,490,0,Ghost,Grass,Normal,Flying,-21,20,77,-34,33,8,83
159,566,159,1,Fire,Flying,Normal,NA,45,40,45,100,40,35,305
301,233,301,1,Normal,Flying,Bug,Fighting,-20,-100,-55,10,-55,50,-170
18,785,785,0,Bug,Poison,Ghost,Grass,-20,-65,-72,-33,-50,-49,-289
424,154,154,0,Ground,NA,Rock,Flying,20,45,75,40,15,-40,155
740,602,740,1,Fairy,NA,Bug,Grass,23,2,-22,62,74,33,172
678,387,387,0,Bug,NA,Ghost,NA,-14,-75,20,-43,2,-40,-150
737,577,737,1,Fire,Normal,Psychic,NA,10,43,27,42,11,82,215
176,357,357,0,Normal,NA,Psychic,NA,-25,21,-1,-35,-35,-40,-115
498,483,498,1,Fighting,Steel,Poison,Dark,7,47,23,74,29,16,196
565,460,565,1,Normal,NA,Bug,Ground,0,6,-36,1,-16,41,-4
570,445,570,1,Dark,NA,Normal,NA,5,43,10,53,10,75,196
529,625,529,1,Rock,Steel,Ghost,NA,2,5,0,-20,45,10,42
600,389,389,0,Fighting,NA,Ghost,NA,55,85,-15,0,-15,60,170
100,421,421,0,Ghost,Poison,Dragon,Psychic,-50,-95,-70,-60,-85,-30,-390
445,573,573,0,Normal,NA,Fire,NA,9,-8,-8,-18,-8,-33,-66
683,740,740,0,Dragon,NA,Fairy,NA,-1,55,22,-52,-64,-27,-67
114,279,279,0,Ground,NA,Fire,Fighting,-20,-40,40,-60,10,-35,-105
249,433,249,1,Dark,Fire,Grass,NA,20,22,26,95,35,84,282
626,560,560,0,Water,Rock,Fire,Fighting,-56,-45,38,-47,-20,-43,-173
89,148,148,0,Electric,Steel,Fire,NA,-40,-95,10,0,-55,-20,-200
766,427,427,0,Electric,Normal,Dragon,Flying,-43,-125,-48,-71,-6,-6,-299
718,461,718,1,Bug,Steel,Bug,Steel,11,51,0,51,0,63,176
269,180,269,1,Rock,Dark,Bug,Flying,60,144,120,55,40,16,435
737,268,268,0,Fire,Normal,Rock,Dark,-14,-66,-38,14,-34,45,-93
694,668,694,1,Bug,Steel,Psychic,NA,-17,34,37,-77,-47,69,-1
432,415,432,1,Psychic,NA,Rock,NA,-30,-5,-110,45,-10,130,20
1,649,649,0,Grass,Poison,Electric,Flying,-10,-26,-11,-10,5,-58,-110
729,463,463,0,Normal,Ground,Bug,Flying,55,26,35,20,35,8,179
18,530,530,0,Bug,Poison,Ghost,NA,0,-75,-85,-40,-110,-10,-320
631,691,631,1,Poison,NA,Dark,Flying,10,40,7,15,17,15,104
267,676,267,1,Rock,Ground,Ice,NA,-25,-26,-10,-5,-10,1,-75
94,1,1,0,Water,NA,Grass,Poison,20,-4,6,-20,5,0,7
580,570,570,0,Normal,Flying,Dark,NA,-2,-11,12,-38,-8,-41,-88
623,545,623,1,Psychic,Flying,Ghost,Dragon,-78,-42,-40,3,-40,7,-190
665,797,797,0,Electric,NA,Rock,Fairy,15,-75,-40,-85,-40,-70,-295
173,734,173,1,Water,NA,Bug,NA,5,43,4,17,18,14,101
21,384,384,0,Normal,Flying,Normal,NA,-30,-25,-30,-35,-35,-14,-169
104,725,725,0,Rock,Ground,Water,NA,-6,-11,120,-32,1,-1,71
464,255,464,1,Bug,Flying,Normal,NA,15,60,67,60,57,-35,224
623,5,623,1,Psychic,Flying,Fire,NA,33,6,37,43,30,32,181
188,235,235,0,Fairy,NA,Normal,NA,-10,-55,-22,-5,5,-25,-112
129,577,129,1,Water,NA,Psychic,NA,4,67,20,-2,25,44,158
392,717,717,0,Psychic,NA,Normal,Fighting,-35,-78,-20,18,3,-63,-175
318,338,338,0,Normal,NA,Electric,NA,24,6,-17,-14,-17,-37,-55
728,98,728,1,Normal,NA,Water,NA,8,-29,-62,-13,11,17,-68
687,359,687,1,Dark,Steel,Normal,NA,5,65,40,0,10,10,130
567,439,567,1,Normal,NA,Water,NA,12,29,12,-26,9,20,56
643,346,643,1,Water,Flying,Poison,NA,5,44,10,44,10,58,171
613,5,613,1,Ground,Dark,Fire,NA,21,30,2,-15,-5,9,42
478,764,478,1,Ghost,NA,Water,NA,-11,-13,-28,-15,16,46,-5
646,642,646,1,Ice,NA,Water,Flying,9,51,35,66,45,24,230
26,110,110,0,Normal,NA,Electric,NA,-5,31,-10,-30,-10,-43,-67
7,391,7,1,Fire,Flying,Grass,Flying,-21,16,-5,37,-2,49,74
517,92,92,0,Grass,NA,Normal,Flying,65,15,80,75,15,-25,225
691,550,550,0,Dark,Flying,Dark,NA,0,-35,-15,-90,-25,-65,-230
128,759,128,1,Water,NA,Rock,Water,3,15,-7,-4,-6,13,14
20,358,20,1,Bug,Poison,Psychic,NA,-15,105,-25,-75,-30,65,25
717,32,717,1,Normal,Fighting,Electric,NA,40,38,35,-13,-3,18,115
370,654,370,1,Rock,Psychic,Water,Ghost,15,15,15,30,0,30,105
38,708,708,0,Poison,NA,Dragon,Electric,-54,-93,-80,-80,-60,-40,-407
271,736,271,1,Fire,Flying,Fire,Normal,44,80,32,37,100,18,311
545,484,545,1,Ghost,Dragon,Poison,Dark,47,7,53,29,59,6,201
230,580,230,1,Bug,Steel,Normal,Flying,8,73,78,15,58,10,242
711,304,711,1,Dragon,Ice,Psychic,Fairy,97,105,65,85,55,55,462
445,526,526,0,Normal,NA,Normal,NA,-26,-35,-30,-100,-35,-59,-285
700,747,700,1,Steel,Fighting,Psychic,NA,17,42,53,7,-9,4,114
154,257,154,1,Rock,Flying,Fighting,NA,30,10,-30,25,-35,60,60
251,102,102,0,Ground,NA,Ghost,Poison,30,-5,0,-90,-35,-70,-170
22,319,22,1,Normal,Flying,Normal,NA,-21,-11,12,-21,7,23,-11
368,557,557,0,Normal,NA,Grass,NA,-2,40,-35,-15,-35,-23,-70
768,385,768,1,Rock,Dragon,Normal,NA,22,31,49,9,-61,31,81
700,378,700,1,Steel,Fighting,Rock,Grass,25,49,52,29,-15,85,225
372,558,372,1,Water,Ground,Fire,NA,-15,-15,-2,1,-4,15,-20
283,522,522,0,Water,Ground,Grass,NA,35,0,-40,25,25,-35,10
353,247,247,0,Fire,Ground,Dark,Fire,15,0,10,-15,-5,-30,-25
504,225,225,0,Poison,Fighting,Steel,Ground,-27,-64,-190,6,-55,20,-310
532,564,564,0,Electric,Ghost,Normal,NA,5,-5,38,60,38,49,185
208,778,778,0,Grass,NA,Steel,Fairy,18,-5,-36,25,-2,-45,-45
726,428,428,0,Water,NA,Steel,Psychic,-46,-37,-48,-17,-44,-3,-195
774,335,335,0,Rock,Fairy,Fighting,Psychic,20,10,95,10,95,-10,220
406,737,737,0,Water,NA,Fire,Normal,-43,-38,-17,-69,-1,-9,-177
531,352,352,0,Ice,Ghost,Water,NA,-100,-10,25,-10,25,50,-20
552,418,552,1,Grass,Flying,Dragon,Psychic,20,23,-15,10,-55,17,0
217,38,38,0,Psychic,NA,Poison,NA,2,15,8,32,8,-2,63
750,403,403,0,Steel,Ghost,Water,NA,4,6,45,-49,-26,-17,-37
761,104,104,0,Poison,Water,Rock,Ground,15,15,-100,30,15,-40,-65
281,795,795,0,Water,NA,Dragon,Ground,-58,-30,-71,-31,-45,-55,-290
93,363,93,1,Normal,Flying,Grass,NA,10,25,30,-25,20,65,125
784,354,784,1,Ghost,Grass,Fire,Ground,-11,-34,0,-61,-20,1,-125
732,290,732,1,Fire,Flying,Bug,NA,28,46,16,49,44,111,294
261,423,261,1,Normal,NA,Water,NA,-5,-70,15,-140,-90,10,-280
194,356,194,1,Electric,NA,Fire,NA,-15,-45,-100,-20,-25,15,-190
363,28,28,0,Grass,NA,Normal,Flying,-15,-5,-25,24,-21,-65,-107
560,420,420,0,Fire,Fighting,Dragon,Psychic,30,33,-15,-30,-45,-45,-72
675,587,587,0,Ice,NA,Psychic,Flying,0,25,-3,5,-3,-32,-8
557,234,234,0,Grass,NA,Dark,Ice,20,-20,40,40,20,-2,98
331,239,239,0,Steel,Rock,Ice,Ground,0,20,60,10,10,-20,80
71,115,71,1,Psychic,NA,Fighting,NA,5,-70,-8,100,-15,33,45
64,680,64,1,Fire,NA,Ground,Electric,-54,4,-39,-11,-49,28,-121
53,177,177,0,Bug,Grass,Normal,NA,-25,19,16,15,25,-60,-10
800,248,248,0,Fire,Water,Dark,Fire,5,20,70,20,10,-25,100
339,121,121,0,Electric,NA,Ground,Rock,-35,-55,-60,60,15,65,-10
781,8,8,0,Ghost,Grass,Fire,Dragon,-29,-64,-41,-86,-30,-49,-299
769,356,769,1,Rock,Ice,Fire,NA,7,-26,-90,-18,-7,26,-108
548,627,548,1,Water,NA,Water,Rock,6,-28,-53,-3,15,48,-15
449,547,547,0,Electric,NA,Psychic,NA,-75,-5,-86,-35,-96,-40,-337
598,39,598,1,Water,Ground,Poison,NA,44,23,18,30,20,9,144
77,179,179,0,Grass,Poison,Normal,Flying,-35,40,0,9,-51,-15,-52
623,572,572,0,Psychic,Flying,Grass,NA,-3,-40,17,5,17,-4,-8
611,241,611,1,Water,NA,Water,Rock,15,37,-20,15,-30,63,80
455,353,455,1,Rock,NA,Fire,Ground,37,105,20,0,5,23,190
272,106,272,1,Psychic,Grass,Psychic,NA,15,27,30,27,-15,33,117
763,597,597,0,Water,NA,Water,Ground,-25,-12,7,-7,8,-25,-54
121,584,121,1,Ground,Rock,Rock,NA,50,55,35,20,20,25,205
161,705,705,0,Dragon,NA,Electric,Flying,-18,-31,-5,-55,-10,-41,-160
440,658,658,0,Water,NA,Bug,Electric,-6,-11,8,-16,16,-58,-67
141,237,141,1,Water,Flying,Fire,NA,55,85,39,-10,60,61,290
394,614,394,1,Dark,NA,Ground,Dark,-30,33,-20,50,-10,23,46
796,604,604,0,Rock,Fairy,Bug,Poison,20,55,91,70,111,-7,340
284,73,284,1,Water,Ground,Fighting,NA,30,70,60,60,75,35,330
786,727,727,0,Ghost,Grass,Water,Dark,-17,-10,55,-45,4,-23,-36
126,592,126,1,Water,NA,Normal,Fairy,-73,-20,-56,-10,-101,10,-250
476,527,476,1,Normal,NA,Psychic,Fighting,-3,-49,19,-11,-19,25,-38
648,698,648,1,Normal,Grass,Bug,Fire,25,15,15,10,15,35,115
723,684,684,0,Fire,NA,Ground,Ghost,0,-15,8,55,20,38,106
523,599,523,1,Ice,NA,Fighting,NA,-55,-40,25,100,10,20,60
327,285,285,0,Dark,Ghost,Dark,NA,15,20,40,35,35,15,160
228,504,228,1,Water,Poison,Poison,Fighting,17,34,35,-6,15,35,130
363,277,277,0,Grass,NA,Fire,NA,5,25,0,15,-10,-10,25
681,790,681,1,Fighting,NA,Ice,NA,-50,-32,-134,11,4,37,-164
149,670,670,0,Normal,NA,Ghost,Fire,5,20,10,-10,15,-15,25
755,234,234,0,Fairy,NA,Dark,Ice,7,-47,11,24,-18,-66,-89
25,1,25,1,Normal,NA,Grass,Poison,-15,7,-14,-40,-30,27,-65
335,540,540,0,Fighting,Psychic,Psychic,NA,-45,-85,-15,-85,-15,-55,-300
76,256,76,1,Grass,Poison,Fighting,NA,15,40,0,35,-5,5,90
565,4,4,0,Normal,NA,Grass,Poison,-20,-15,-54,-62,-51,-3,-205
482,324,482,1,Psychic,NA,Rock,NA,15,-15,-85,20,-40,15,-90
